,Open,Close,High,Low,Volume
2023-10-09 14:15:53.398956,175.0,175.31473767761577,175.5070268217024,171.86453783140183,19114832
2023-10-10 14:15:53.398956,176.206515759311,176.8029317810974,177.42354184921294,175.169115408607,16426276
2023-10-11 14:15:53.398956,177.74952395875655,179.05427159258824,180.0799122556861,176.73257117574414,24325877
2023-10-12 14:15:53.398956,180.543114826959,180.83787988556256,180.89856912120572,180.27540451827693,21868062
2023-10-13 14:15:53.398956,184.44773066466155,184.10407525124162,185.28770869261746,182.9009014920731,20583676
2023-10-16 14:15:53.398956,183.92744784277053,183.2080821263629,184.77399723816768,183.2080821263629,18506937
2023-10-17 14:15:53.398956,184.23033643026267,185.75593835732164,185.75593835732164,182.91820478077022,19640515
2023-10-18 14:15:53.398956,182.8674048783793,181.74146736254352,184.36936488930883,181.74146736254352,21167201
2023-10-19 14:15:53.398956,186.48194050221738,186.228691425336,189.5515577760258,183.92760387319387,18242722
2023-10-20 14:15:53.398956,184.06706410530327,184.0149737330773,184.18424965774977,180.5398254815695,22823315
2023-10-23 14:15:53.398956,185.96969210421213,186.61741818512652,187.2346592664469,184.23184376002368,13059502
2023-10-24 14:15:53.398956,190.0683018858767,189.99292828024724,191.82284636423782,189.306098564135,24641280
2023-10-25 14:15:53.398956,189.5956454957147,188.705389278433,191.6782664856775,187.76662416161665,19469162
2023-10-26 14:15:53.398956,188.784192027023,188.5249000949819,190.82976294644948,187.57020802509743,19136967
2023-10-27 14:15:53.398956,186.55046936664888,186.31620577045226,188.78125271244156,182.197331423393,20628709
2023-10-30 14:15:53.398956,189.133944962543,187.4544200757508,189.58106900843728,187.4544200757508,19298098
2023-10-31 14:15:53.398956,185.5586465843364,185.43839094216042,186.01478852598822,184.92570298511671,12668523
2023-11-01 14:15:53.398956,184.64621199517705,184.70393343395014,185.51723336661573,181.86053955001242,18244794
2023-11-02 14:15:53.398956,182.60787698021926,181.7111972513443,183.4035427604122,181.7111972513443,15608123
2023-11-03 14:15:53.398956,185.53083665138357,185.31691506735774,186.2266754114553,183.85019978175464,22659733
2023-11-06 14:15:53.398956,189.32505703732107,189.9675719169086,189.9675719169086,187.30363721823997,19425803
2023-11-07 14:15:53.398956,187.5654260203362,186.14441776278449,188.2305059845459,186.14441776278449,13061269
2023-11-08 14:15:53.398956,186.72833889694985,186.6094706234388,188.5596472818997,184.19468637529343,16388966
2023-11-09 14:15:53.398956,185.34838925505272,184.99877456638137,187.38591470147475,183.32624893172488,13236539
2023-11-10 14:15:53.398956,188.2555547638088,188.7113995521027,190.6202043128691,187.22628607285026,20788215
2023-11-13 14:15:53.398956,188.3613978796562,188.86138365741945,192.62742239319005,186.79430634316424,14125153
2023-11-14 14:15:53.398956,186.39227651611714,185.5902983665435,188.05993734222312,184.0424829111919,22280995
2023-11-15 14:15:53.398956,186.27965574825146,185.50010802733775,188.08084232856905,185.50010802733775,12119567
2023-11-16 14:15:53.398956,188.60898387724097,188.57939627583661,189.74631824000508,187.27865542583226,12887416
2023-11-17 14:15:53.398956,189.55717905044764,190.6928242785772,190.9746313994627,188.1483735185049,17225592
2023-11-20 14:15:53.398956,188.67445312153484,189.55404317039745,189.79352602236784,186.59928772626657,13656310
2023-11-21 14:15:53.398956,186.3013043194711,187.31117268015885,187.31117268015885,185.14954254923666,19178424
